Company,Symbol,companyLow,companyFinal
Minerva Neurosciences ,NERV,minerva neurosciences ,minerva neurosciences
Mirati Therapeutics ,MRTX,mirati therapeutics ,mirati therapeutics
Mirna Therapeutics ,MIRN,mirna therapeutics ,mirna therapeutics
Misonix ,MSON,misonix ,misonix
Mitek Systems ,MITK,mitek systems ,mitek systems
Mitel Networks ,MITL,mitel networks ,mitel networks
MKS Instruments ,MKSI,mks instruments ,mks instruments
MMA Capital Management LLC,MMAC,mma capital management llc,mma capital management
MModal ,MODL,mmodal ,mmodal
Mobile Mini ,MINI,mobile mini ,mobile mini
Mobileiron ,MOBL,mobileiron ,mobileiron
MOCON ,MOCO,mocon ,mocon
ModusLink Global Solutions ,MLNK,moduslink global solutions ,moduslink global solutions
Mohawk Industries,MHK,mohawk industries,mohawk industries
Moleculin Biotech ,MBRX,moleculin biotech ,moleculin biotech
Molson Coors Brewing Company,TAP,molson coors brewing company,molson coors brewing
Momenta Pharmaceuticals ,MNTA,momenta pharmaceuticals ,momenta pharmaceuticals
Momo  (ADR),MOMO,momo  (adr),momo (adr)
Monarch Casino & Resort ,MCRI,monarch casino & resort ,monarch casino &
Monarch Financial Holdings ,MNRK,monarch financial holdings ,monarch financial holdings
Mondelez International,MDLZ,mondelez international,mondelez international
Moneygram International ,MGI,moneygram international ,moneygram international
Monolithic Power Systems ,MPWR,monolithic power systems ,monolithic power systems
Monotype Imaging Holdings ,TYPE,monotype imaging holdings ,monotype imaging holdings
Monro Muffler Brake ,MNRO,monro muffler brake ,monro muffler brake
Monroe Capital ,MRCC,monroe capital ,monroe capital
Monster Beverage,MNST,monster beverage,monster beverage
Monster Digital ,MSDI,monster digital ,monster digital
Montage Technology Group ,MONT,montage technology group ,montage technology group
Moody's ,MCO,moody's ,moody's
Morgan Stanley,MS,morgan stanley,morgan stanley
Morgans Hotel Group Co,MHGC,morgans hotel group co,morgans hotel group
Morningstar ,MORN,morningstar ,morningstar
MoSys ,MOSY,mosys ,mosys
Mota Group ,MOTA,mota group ,mota group
Motif Bio   ADR,MTFB,motif bio   adr,motif bio
Motorcar Parts of America ,MPAA,motorcar parts of america ,motorcar parts of
Motorola Solutions ,MSI,motorola solutions ,motorola solutions
Mountain Prove Diamonds ,MPVD,mountain prove diamonds ,mountain prove diamonds
Move  (Inactive),MOVE,move  (inactive),move (inactive)
Moxian ,MOXC,moxian ,moxian
MRV Communications ,MRVC,mrv communications ,mrv communications
MSB Financial ,MSBF,msb financial ,msb financial
MSCI ,MSCI,msci ,msci
MTR Gaming Group  (Inactive),MNTG,mtr gaming group  (inactive),mtr gaming group
MTS Systems oration,MTSC,mts systems oration,mts systems oration
Multiband ,MBND,multiband ,multiband
MultiColor oration,LABL,multicolor oration,multicolor oration
MultiFineline Electronix ,MFLX,multifineline electronix ,multifineline electronix
Multimedia Games Holding Company ,MGAM,multimedia games holding company ,multimedia games holding
MultiVir ,MVIR,multivir ,multivir
MutualFirst Financial ,MFSF,mutualfirst financial ,mutualfirst financial
MWI Veterinary Supply ,MWIV,mwi veterinary supply ,mwi veterinary supply
Myfonts  (Inactive),BITS,myfonts  (inactive),myfonts (inactive)
Mylan NV,MYL,mylan nv,mylan nv
Myokardia ,MYOK,myokardia ,myokardia
MYOS RENS Technology ,MYOS,myos rens technology ,myos rens technology
MYR Group ,MYRG,myr group ,myr group
Myriad Genetics ,MYGN,myriad genetics ,myriad genetics
Nabriva Therapeutics AG  ADR,NBRV,nabriva therapeutics ag  adr,nabriva therapeutics ag
Naked Brand Group ,NAKD,naked brand group ,naked brand group
Nano Dimension   ADR,NNDM,nano dimension   adr,nano dimension
Nanometrics orporated,NANO,nanometrics orporated,nanometrics orporated
Nanosphere ,NSPH,nanosphere ,nanosphere
NanoString Technologies ,NSTG,nanostring technologies ,nanostring technologies
NanoVibronix  (Inactive),NVBXU,nanovibronix  (inactive),nanovibronix (inactive)
NantHealth ,NH,nanthealth ,nanthealth
Nantkwest ,NK,nantkwest ,nantkwest
Napco Security Technologies ,NSSC,napco security technologies ,napco security technologies
Nasdaq ,NDAQ,nasdaq ,nasdaq
NASDAQ:IFAS,IFAS,nasdaq:ifas,nasdaq:ifas
NASDAQ:SWTX,SWTX,nasdaq:swtx,nasdaq:swtx
NashFh Company (Inactive),NAFC,nashfh company (inactive),nashfh company (inactive)
Natera ,NTRA,natera ,natera
Nathan's Famous ,NATH,nathan's famous ,nathan's famous
National American University Holdngs ,NAUH,national american university holdngs ,national american university
National Bankshares ,NKSH,national bankshares ,national bankshares
National Beverage ,FIZZ,national beverage ,national beverage
National CineMedia ,NCMI,national cinemedia ,national cinemedia
National Commerce ,NCOM,national commerce ,national commerce
National General Holdings ,NGHC,national general holdings ,national general holdings
National Holdings oration,NHLD,national holdings oration,national holdings oration
National Instruments ,NATI,national instruments ,national instruments
National Interstate oration,NATL,national interstate oration,national interstate oration
National Oilwell Varco ,NOV,national oilwell varco ,national oilwell varco
National Research ,NRCIA,national research ,national research
National Security Group ,NSEC,national security group ,national security group
National Technical Systems ,NTSC,national technical systems ,national technical systems
National Western Life Group ,NWLI,national western life group ,national western life
Natural Alternatives International ,NAII,natural alternatives international ,natural alternatives international
Natural Health Trends ,NHTC,natural health trends ,natural health trends
Nature's Sunshine Prod,NATR,nature's sunshine prod,nature's sunshine prod
Natus Medical ,BABY,natus medical ,natus medical
Naugatuck Valley Financial ,NVSL,naugatuck valley financial ,naugatuck valley financial
Navient ,NAVI,navient ,navient
Navient oration  Medium Term Notes Series A CPILinked Notes due January 16 2018,ISM,navient oration  medium term notes series a cpilinked notes due january 16 2018,navient oration
Navigators Group ,NAVG,navigators group ,navigators group
NB&T Financial Group ,NBTF,nb&t financial group ,nb&t financial group
NBT Ban ,NBTB,nbt ban ,nbt ban
NCI ,NCIT,nci ,nci
NCS Multistage Holdings ,NCSM,ncs multistage holdings ,ncs multistage holdings
Nektar Therapeutics,NKTR,nektar therapeutics,nektar therapeutics
Neogen oration,NEOG,neogen oration,neogen oration
NeoGenomics ,NEO,neogenomics ,neogenomics
Neonode ,NEON,neonode ,neonode
Neos Therapeutics ,NEOS,neos therapeutics ,neos therapeutics
Neothetics ,NEOT,neothetics ,neothetics
Neovasc  (US),NVCN,neovasc  (us),neovasc (us)
Neptune Technologies & BioressourcesOrd,NEPT,neptune technologies & bioressourcesord,neptune technologies &
Ness Technologies  (Inactive),NSTC,ness technologies  (inactive),ness technologies
Net 1 UEPS Technologies ,UEPS,net 1 ueps technologies ,net 1 ueps
Net Element ,CAZAU,net element ,net element
Net Element International ,NETE,net element international ,net element international
Net Servicos de Comunicacao SA (ADR),NETC,net servicos de comunicacao sa (adr),net servicos de
NetApp,NTAP,netapp,netapp
NetEase  (ADR),NTES,netease  (adr),netease (adr)
Netflix ,NFLX,netflix ,netflix
NetGear ,NTGR,netgear ,netgear
Netlist ,NLST,netlist ,netlist
NetLogic I LLC (Inactive),NETL,netlogic i llc (inactive),netlogic i llc
NetScout Systems ,NTCT,netscout systems ,netscout systems
NetSol Technologies ,NTWK,netsol technologies ,netsol technologies
NetSpend Holdings ,NTSP,netspend holdings ,netspend holdings
Network Engines ,NEI,network engines ,network engines
Network Equipment Technologies  (Inactive),NWK,network equipment technologies  (inactive),network equipment technologies
Neuralstem ,CUR,neuralstem ,neuralstem
Neurocrine Biosciences ,NBIX,neurocrine biosciences ,neurocrine biosciences
Neuroderm ,NDRM,neuroderm ,neuroderm
Neurometrix ,NURO,neurometrix ,neurometrix
Neurosigma ,NSIG,neurosigma ,neurosigma
Neurotrope ,NTRP,neurotrope ,neurotrope
New Age Beverages ,NBEV,new age beverages ,new age beverages
New England Bancshares  (Inactive),NEBS,new england bancshares  (inactive),new england bancshares
New Frontier Media  (Inactive),NOOF,new frontier media  (inactive),new frontier media
New York Community Ban   Haven Capital Trust II  1025% Capital Securities,HAVNP,new york community ban   haven capital trust ii  1025% capital securities,new york community
NewBridge Ban,NBBC,newbridge ban,newbridge ban
Newell Brands,NWL,newell brands,newell brands
NewLink Genetics ,NLNK,newlink genetics ,newlink genetics
Newmont oration,NEM,newmont oration,newmont oration
Newport Ban ,NFSB,newport ban ,newport ban
Newport ,NEWP,newport ,newport
NewStar Financial ,NEWS,newstar financial ,newstar financial
NEWTEK Business Services ,NEWT,newtek business services ,newtek business services
Nexstar Media Group ,NXST,nexstar media group ,nexstar media group
NextEra Energy,NEE,nextera energy,nextera energy
Nexvet Biopharma ,NVET,nexvet biopharma ,nexvet biopharma
NF Energy Saving ,NFEC,nf energy saving ,nf energy saving
NI Holdings ,NODK,ni holdings ,ni holdings
NIC ,EGOV,nic ,nic
Nice  (ADR),NICE,nice  (adr),nice (adr)
Nicholas Financial ,NICK,nicholas financial ,nicholas financial
Nicolet Bankshares ,NCBS,nicolet bankshares ,nicolet bankshares
Nielsen Consumer Insights  (Inactive),HPOL,nielsen consumer insights  (inactive),nielsen consumer insights
Nielsen Holdings,NLSN,nielsen holdings,nielsen holdings
NII Holdings ,NIHD,nii holdings ,nii holdings
Nike,NKE,nike,nike
Ninetowns Internet Technlgy Grp Co ,NINE,ninetowns internet technlgy grp co ,ninetowns internet technlgy
NiSource ,NI,nisource ,nisource
Nivalis Therapeutics ,NVLS,nivalis therapeutics ,nivalis therapeutics
NMI Holdings ,NMIH,nmi holdings ,nmi holdings
NN ,NNBR,nn ,nn
Noble Energy ,NBL,noble energy ,noble energy
Noodles & Co,NDLS,noodles & co,noodles & co
Nordic Realty Trust ,NORT,nordic realty trust ,nordic realty trust
Nordson oration,NDSN,nordson oration,nordson oration
Nordstrom,JWN,nordstrom,nordstrom
Norfolk Southern ,NSC,norfolk southern ,norfolk southern
Nortech Systems orporated,NSYS,nortech systems orporated,nortech systems orporated
Nortek ,NTK,nortek ,nortek
North Central Bancshares  (Inactive),FFFD,north central bancshares  (inactive),north central bancshares
North Valley Ban (Inactive),NOVB,north valley ban (inactive),north valley ban
Northeast Ban,NBN,northeast ban,northeast ban
Northern Technologies International ,NTIC,northern technologies international ,northern technologies international
Northern Trust ,NTRS,northern trust ,northern trust
Northern Trust oration  Depository Shares,NTRSP,northern trust oration  depository shares,northern trust oration
Northfield Ban ,NFBK,northfield ban ,northfield ban
Northrim Ban ,NRIM,northrim ban ,northrim ban
Northrop Grumman,NOC,northrop grumman,northrop grumman
Northwest Bancshares ,NWBI,northwest bancshares ,northwest bancshares
Northwest Pipe Company,NWPX,northwest pipe company,northwest pipe company
NortonLifeLock,NLOK,nortonlifelock,nortonlifelock
Norwegian Cruise Line Holdings,NCLH,norwegian cruise line holdings,norwegian cruise line
Norwood Financial oration,NWFL,norwood financial oration,norwood financial oration
Nova Lifestyle ,NVFY,nova lifestyle ,nova lifestyle
Nova Measuring Instruments ,NVMI,nova measuring instruments ,nova measuring instruments
Novadaq Technologies ,NVDQ,novadaq technologies ,novadaq technologies
Novan ,NOVN,novan ,novan
Novanta  (USA),NOVT,novanta  (usa),novanta (usa)
Novatel Wireless ,MIFI,novatel wireless ,novatel wireless
Novavax ,NVAX,novavax ,novavax
Novelion Therapeutics  (USA),NVLN,novelion therapeutics  (usa),novelion therapeutics
Novocure ,NVCR,novocure ,novocure
Novogen Limited (ADR),NVGN,novogen limited (adr),novogen limited (adr)
Novus Therapeutics ,NVUS,novus therapeutics ,novus therapeutics
NPS Pharmaceuticals ,NPSP,nps pharmaceuticals ,nps pharmaceuticals
NRG Energy,NRG,nrg energy,nrg energy
NTELOS Holdings ,NTLS,ntelos holdings ,ntelos holdings
Nuance Communications ,NUAN,nuance communications ,nuance communications
Nucor ,NUE,nucor ,nucor
Numerex ,NMRX,numerex ,numerex
NuPathe ,PATH,nupathe ,nupathe
Nutanix ,NTNX,nutanix ,nutanix
Nutraceutical Int'l ,NUTR,nutraceutical int'l ,nutraceutical int'l
NutriSystem ,NTRI,nutrisystem ,nutrisystem
NuVasive ,NUVA,nuvasive ,nuvasive
Nuvectra ,NVTR,nuvectra ,nuvectra
Nuveen NASDAQ 100 Dynamic Overwrite Fund  Shares of Beneficial Interest,QQQX,nuveen nasdaq 100 dynamic overwrite fund  shares of beneficial interest,nuveen nasdaq 100
NV5 Global ,NVEE,nv5 global ,nv5 global
NV5 Holdings  (Inactive),NVEEU,nv5 holdings  (inactive),nv5 holdings
NVE ,NVEC,nve ,nve
Nvidia oration,NVDA,nvidia oration,nvidia oration
NVR ,NVR,nvr ,nvr
NXP Semiconductors NV,NXPI,nxp semiconductors nv,nxp semiconductors nv
NxStage Medical ,NXTM,nxstage medical ,nxstage medical
NXTID ,NXTD,nxtid ,nxtid
Nymox Pharmaceutical oration,NYMX,nymox pharmaceutical oration,nymox pharmaceutical oration
O'Charley's LLC (Inactive),CHUX,o'charley's llc (inactive),o'charley's llc (inactive)
O'Reilly Automotive,ORLY,o'reilly automotive,o'reilly automotive
O2Micro International Limited (ADR),OIIM,o2micro international limited (adr),o2micro international limited
Oak Valley Ban,OVLY,oak valley ban,oak valley ban
Oasmia Pharmaceutical AB  American Depositary Shares,OASM,oasmia pharmaceutical ab  american depositary shares,oasmia pharmaceutical ab
OBA Financial Services ,OBAF,oba financial services ,oba financial services
Obagi Medical Products  (Inactive),OMPI,obagi medical products  (inactive),obagi medical products
Obalon Therapeutics ,OBLN,obalon therapeutics ,obalon therapeutics
Obseva SA,OBSV,obseva sa,obseva sa
Ocata Therapeutics ,OCAT,ocata therapeutics ,ocata therapeutics
Occidental Petroleum,OXY,occidental petroleum,occidental petroleum
Ocean BioChem ,OBCI,ocean biochem ,ocean biochem
Ocean Power Technologies ,OPTT,ocean power technologies ,ocean power technologies
Ocean Rig UDW ,ORIG,ocean rig udw ,ocean rig udw
Ocean Shore Holding Co,OSHC,ocean shore holding co,ocean shore holding
OceanFirst Financial ,OCFC,oceanfirst financial ,oceanfirst financial
Ocera Therapeutics ,OCRX,ocera therapeutics ,ocera therapeutics
Oclaro ,OCLR,oclaro ,oclaro
Oconee Federal Financial,OFED,oconee federal financial,oconee federal financial
Ocular Therapeutix ,OCUL,ocular therapeutix ,ocular therapeutix
Odyssey Marine Exploration ,OMEX,odyssey marine exploration ,odyssey marine exploration
Office Depot ,ODP,office depot ,office depot
Official Payments Holdings  (Inactive),OPAY,official payments holdings  (inactive),official payments holdings
OFS Capital ,OFS,ofs capital ,ofs capital
OHA Investment ,OHAI,oha investment ,oha investment
Ohio Valley Banc ,OVBC,ohio valley banc ,ohio valley banc
OHR Pharmaceutical ,OHRP,ohr pharmaceutical ,ohr pharmaceutical
Okta ,OKTA,okta ,okta
Old Dominion Freight Line,ODFL,old dominion freight line,old dominion freight
Old Line Bancshares  (MD),OLBK,old line bancshares  (md),old line bancshares
Old National Ban,ONB,old national ban,old national ban
Old Point Financial oration,OPOF,old point financial oration,old point financial
Ollie's Bargain Outlet Holdings ,OLLI,ollie's bargain outlet holdings ,ollie's bargain outlet
Olympic Steel ,ZEUS,olympic steel ,olympic steel
Omega Flex ,OFLX,omega flex ,omega flex
Omeros oration,OMER,omeros oration,omeros oration
Ominto ,OMNT,ominto ,ominto
OmniAmerican Ban ,OABC,omniamerican ban ,omniamerican ban
Omnicell ,OMCL,omnicell ,omnicell
Omnicom Group,OMC,omnicom group,omnicom group
OmniVision Technologies ,OVTI,omnivision technologies ,omnivision technologies
Omthera Pharmaceuticals ,OMTH,omthera pharmaceuticals ,omthera pharmaceuticals
ON Semiconductor ,ON,on semiconductor ,on semiconductor
On Track Innovations  (USA),OTIV,on track innovations  (usa),on track innovations
OncoGenex Pharmaceuticals ,OGXI,oncogenex pharmaceuticals ,oncogenex pharmaceuticals
